SDG	Pub_doi	Pub_title	Pub_concept
SDG05: Gender equality	10.1787_9789264265493-8-en	Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico	Unpaid Labour
SDG05: Gender equality	10.1787_9789264265493-8-en	Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico	Unpaid Care Work
SDG05: Gender equality	10.1787_9789264265493-8-en	Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico	Disproportionate Responsibility
SDG05: Gender equality	10.1787_9789264265493-8-en	Building an Inclusive Mexico - Time poverty, informal work and women 's jobs in Mexico	Equality OECD
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Commonwealth Of Inde - Pendent State
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	International Labour Office
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	System Of National Account Production Boundary
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	International Classification Of Status In Employment
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	System Of National Account
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	International Conference Of Labour Statistician
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Child Domestic Work
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Contribute Family Worker
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Gender Pay Gap
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	17th International Conference Of Labour Statistician
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Household Chore
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Unpaid Household Service
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Informal Employment
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Child Labour
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	United Nations Statistics Division
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Own-account Worker
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Occupation Group
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Paternity Leave
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Maternity Leave
SDG05: Gender equality	10.18356_8e19c23f-en	The World 's Women 2010 - Work	Production Boundary
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Female Genital Mutilation
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Committee On The Elimination Of Discrimination Against Woman
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	United Nations General Assembly Resolution
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Commission On The Status Of Woman
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Harmful Practice
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Forced Marriage
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Prenatal Sex Selection
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Harmful Traditional Practice
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Female Circumcision
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Honour Crime
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Child Marriage
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Supra Note
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Sex Selective Abortion
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	United Nations General
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Revolutionary United Front
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Dowry-related Violence
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	International Criminal Law
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	State Parti
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Traditional Practice
SDG05: Gender equality	10.18356_4a593aa3-en	Supplement to the Handbook for Legislation on Violence against Women - Background: Nature of “ harmful practices ” against women, and international and regional legal and policy frameworks	Grievous Bodily Harm
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Man Woman Man Woman Man
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Woman Man Woman
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Man Woman Man
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Woman
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Maternal Mortality Ratio
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Skilled Birth Attendant
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cancer
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cancer Death
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Prenatal Care
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Polio Immunization
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Parasitic Disease
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Maternal Death
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Obesity
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Develop Region
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cervix Uterus
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Sex Differential
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Breast Cancer
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Unsafe Abortion
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Multiple Indicator Cluster Survey
SDG05: Gender equality	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Figure
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Asia-Pacific Population Journal
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Security
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Prevalence Rate
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Global Fund To Fight Aid , Tuberculosis And Malaria
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Modern Contraceptive
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Supply
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Family Planning Program
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Department For International Development
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Maternal Mortality Ratio
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Female Sterilization
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Family Planning
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Social Marketing
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Method
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Pill
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Female Condom
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Kreditanstalt F R Wiederaufbau
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive User
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Condom Promotion
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Reproductive Health
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Regional Advocacy
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	African National Congress
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Democratic Alliance
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	South African Woman
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Southern African Development Community
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Gender Link
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Phumzile Mlambo-Ngcuka
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Proportional Representation
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Portfolio Committee
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	National Prosecute Authority
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	National Democratic Institute
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Gender Equality
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Southern African Development Community Protocol
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	African Woman
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Proportional Representation System
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Opposition Democratic
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Cent Quota
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Ward Councillor
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Political Leadership
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Legislate Quota
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Mining Charter
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Report Office Calculation
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Care Work
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Work
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Care
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Report
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Medium Human Development
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	High Human Development
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Country
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Vulnerable Employment
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Grouping
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Paternity Leave
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Eld Care
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Care Work
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Parental Leave
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Domestic Worker
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Domestic Migrant Worker
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	South Asia Sub-Saharan
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Low Human Development
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Migrant Caregiv
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Main Data Source Column
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Public Policy Change
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	LATIN AMERICA
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Paternity Leave
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Early Childhood Care
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Maternity Leave
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Extend Maternity Leave
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Domestic Worker
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Parental Leave
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Family Reconciliation
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Female Wage
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	United Nations Research Institute
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Female Labour Market Participation
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Early Childhood
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Millenium Development Goal
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Wage Worker
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Work-family Policy
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Family Responsibility
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Conditional Cash Transfer Scheme
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Sequential Policy
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Social Panorama
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Forensic Evidence
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Forensic Examination
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Effective Prosecution Response
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Sexual Assault
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Crime Scene
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Polymerase Chain Reaction
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Expert Witness
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Effective Prosecution
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Sexual Violence
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Sexual Assault Case
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Expert Testimony
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Case Involve
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Adverse Inference
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Girl Victim
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Physical Evidence
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Domestic Violence
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Evidentiary Rule
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Medical Evidence
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	gamma-Hydroxybutyric Acid
SDG05: Gender equality	10.18356_b1d38c65-en	Handbook on Effective Prosecution Responses to Violence against Women and Girls - Evidentiary issues	Sexual Contact
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	International Trade Working Paper
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	United Nations Conference On Trade And Development
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Simplify Trading Regime
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Gender Impact Assessment
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Small Island Develop States
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	World Trade Organization
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Sustainability Impact Assessment
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Trade Negotiator
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Trade Negotiation Process
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Trade Outcome
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Gender-disaggregated Data
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Female Trade
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Trade Policy Review Process
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Woman Trader
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Senior Role
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Informal Cross-border Trade
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Trade Competitiveness Section
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Organisation For Economic Cooperation And Development
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	Data Revolution
SDG05: Gender equality	10.14217_5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	International Trade Centre
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	UNODC Elaboration
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Trafficking Flow
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Trafficking Offence
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Lo BA
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Ff IC
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Persons Protocol
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Detect Trafficking Victim
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Sexual Exploitation
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Official Endorsement
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Gulf Cooperation Council
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Trafficking Victim
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Domestic Trafficking
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Close Border
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Cross-border Trafficking
