SDG	Active_concepts	Boosted
peace-justice-and-strong-institutions	State Attorney	0
peace-justice-and-strong-institutions	State-Society Relation	0
peace-justice-and-strong-institutions	Strong Public Policy	0
peace-justice-and-strong-institutions	Tribunal Supremo	0
peace-justice-and-strong-institutions	United Nation Office On Drug And Crime	0
peace-justice-and-strong-institutions	United Nations Convention Against Corruption	0
peace-justice-and-strong-institutions	United Nations Convention Against Transnational Organize Crime	0
peace-justice-and-strong-institutions	ANTI-BRIBERY Legislation OECD	0
peace-justice-and-strong-institutions	Anti-bribery Effort	0
peace-justice-and-strong-institutions	Anti-bribery Law	0
peace-justice-and-strong-institutions	FATF Recommendation	0
peace-justice-and-strong-institutions	Fragile Setting	0
peace-justice-and-strong-institutions	Fragile State Context	0
peace-justice-and-strong-institutions	Fragile State Group	0
peace-justice-and-strong-institutions	Fragile State Index	0
peace-justice-and-strong-institutions	Fragile State List	0
peace-justice-and-strong-institutions	Fragile State OECD	0
peace-justice-and-strong-institutions	Fragile State Policy	0
peace-justice-and-strong-institutions	Fragile State Situation	0
peace-justice-and-strong-institutions	Trial Cost	0
peace-justice-and-strong-institutions	Child Maltreatment	0
peace-justice-and-strong-institutions	Corruption Perception Index Inflation	0
peace-justice-and-strong-institutions	Corruption Perception Index Score	0
peace-justice-and-strong-institutions	Homicide Data	0
peace-justice-and-strong-institutions	Homicide Level	0
peace-justice-and-strong-institutions	Homicide Victim	0
peace-justice-and-strong-institutions	Physical Assault	0
peace-justice-and-strong-institutions	Self-reported Victimisation	0
peace-justice-and-strong-institutions	Trial Length	0
peace-justice-and-strong-institutions	Voter Turnout Rate	0
peace-justice-and-strong-institutions	Sustainable Development Goal Indicator	1
peace-justice-and-strong-institutions	Absolute Prohibition	0
peace-justice-and-strong-institutions	Arbitrary Execution	0
peace-justice-and-strong-institutions	Arm Violence Reduction Approach	0
peace-justice-and-strong-institutions	Arm Violence Reduction Programming Sub-components	0
peace-justice-and-strong-institutions	Arm Violence Trend	0
peace-justice-and-strong-institutions	Arm Youth Gang	0
peace-justice-and-strong-institutions	Armed Violence Lens	0
peace-justice-and-strong-institutions	Armed Violence Reduction Programming	0
peace-justice-and-strong-institutions	Asylum Seeker	0
peace-justice-and-strong-institutions	Border Closure	0
peace-justice-and-strong-institutions	Border Trafficking	0
peace-justice-and-strong-institutions	Corporal Punishment	0
peace-justice-and-strong-institutions	Criminal Justice Response	0
peace-justice-and-strong-institutions	Development Enabler	0
peace-justice-and-strong-institutions	Direct Arm Violence Reduction	0
peace-justice-and-strong-institutions	Direct Arm Violence Reduction Programming	0
peace-justice-and-strong-institutions	Enforce Disappearance	0
peace-justice-and-strong-institutions	Female Genital Mutilation	0
peace-justice-and-strong-institutions	Forced Eviction	0
peace-justice-and-strong-institutions	Gang Member	0
peace-justice-and-strong-institutions	Girl Unde	0
peace-justice-and-strong-institutions	Harmful Traditional Practice	0
peace-justice-and-strong-institutions	Indirect Arm Violence Reduction Programming	0
peace-justice-and-strong-institutions	Law Enforcement Official	0
peace-justice-and-strong-institutions	Law Enforcement Personnel	0
peace-justice-and-strong-institutions	Legal Safeguard	0
peace-justice-and-strong-institutions	National Preventative Mechanism	0
peace-justice-and-strong-institutions	Organize Crime	1
peace-justice-and-strong-institutions	Pre-trial Detention	0
peace-justice-and-strong-institutions	Probable Effectiveness	0
peace-justice-and-strong-institutions	Racial Discrimination	1
peace-justice-and-strong-institutions	Reduce Arm Violence	0
peace-justice-and-strong-institutions	Relate Intolerance	0
peace-justice-and-strong-institutions	Security System Reform	0
peace-justice-and-strong-institutions	Solitary Confinement	0
peace-justice-and-strong-institutions	Standard Minimum Rule	0
peace-justice-and-strong-institutions	State Party	0
peace-justice-and-strong-institutions	United Nations High Commissioner For Refugee	0
peace-justice-and-strong-institutions	Vote Record	0
peace-justice-and-strong-institutions	Youth Gang	0
peace-justice-and-strong-institutions	ASEAN Centrality	0
peace-justice-and-strong-institutions	Abuse Prevention	0
peace-justice-and-strong-institutions	Abuse Problem	0
peace-justice-and-strong-institutions	Access Information	1
peace-justice-and-strong-institutions	Accountable Entity	0
peace-justice-and-strong-institutions	Accountable Governance	0
peace-justice-and-strong-institutions	Accountable Institution	1
peace-justice-and-strong-institutions	Accountable Public Governance	0
peace-justice-and-strong-institutions	Accountable Public Institution	0
peace-justice-and-strong-institutions	Accountable Public Service	0
peace-justice-and-strong-institutions	Arm Conflict	1
peace-justice-and-strong-institutions	Arm Flow	0
peace-justice-and-strong-institutions	Armed Attack	0
peace-justice-and-strong-institutions	Armed Group	0
peace-justice-and-strong-institutions	Armed Robbery	0
peace-justice-and-strong-institutions	Armed Violence	1
peace-justice-and-strong-institutions	Birth Certificate	0
peace-justice-and-strong-institutions	Birth Injury	0
peace-justice-and-strong-institutions	Birth Registration	0
peace-justice-and-strong-institutions	Bribe Pay	0
peace-justice-and-strong-institutions	Bribery Risk	1
peace-justice-and-strong-institutions	Child Abuse Prevention	0
peace-justice-and-strong-institutions	Child Death	0
peace-justice-and-strong-institutions	Child Prostitution	0
peace-justice-and-strong-institutions	Child Soldier	1
peace-justice-and-strong-institutions	Child Traffick	0
peace-justice-and-strong-institutions	Child Victim	0
peace-justice-and-strong-institutions	Combat Terrorist	0
peace-justice-and-strong-institutions	Corruption Case	0
peace-justice-and-strong-institutions	Corruption Control	0
peace-justice-and-strong-institutions	Corruption Offence	0
peace-justice-and-strong-institutions	Corruption Perception Index	1
peace-justice-and-strong-institutions	Corruption Prevention	0
peace-justice-and-strong-institutions	Corruption Problem	0
peace-justice-and-strong-institutions	Corruption Risk	0
peace-justice-and-strong-institutions	Corruption Scandal	0
peace-justice-and-strong-institutions	Crime Concern	0
peace-justice-and-strong-institutions	Crime Level	0
peace-justice-and-strong-institutions	Crime Offence	0
peace-justice-and-strong-institutions	Crime Prevention	0
peace-justice-and-strong-institutions	Crime Prevention Strategy	0
peace-justice-and-strong-institutions	Crime Rate	1
peace-justice-and-strong-institutions	Crime Reduction	0
peace-justice-and-strong-institutions	Crime Trend	0
peace-justice-and-strong-institutions	Crime Victim	1
peace-justice-and-strong-institutions	Criminal Justice	0
peace-justice-and-strong-institutions	Criminal Justice Process	0
peace-justice-and-strong-institutions	Cross-border Trafficking	0
peace-justice-and-strong-institutions	Death Risk	0
peace-justice-and-strong-institutions	Death Sentence	0
peace-justice-and-strong-institutions	Death Statistic	0
peace-justice-and-strong-institutions	Death Threat	0
peace-justice-and-strong-institutions	Death Toll	0
peace-justice-and-strong-institutions	Detect Trafficking Victim	0
peace-justice-and-strong-institutions	Develop Region	0
peace-justice-and-strong-institutions	Domestic Servitude	0
peace-justice-and-strong-institutions	Domestic Trafficking	0
peace-justice-and-strong-institutions	Effective Governance	0
peace-justice-and-strong-institutions	Effective Government	0
peace-justice-and-strong-institutions	Effective Institution	0
peace-justice-and-strong-institutions	Forced Marriage	0
peace-justice-and-strong-institutions	Fragile Context	0
peace-justice-and-strong-institutions	Fragile Country	0
peace-justice-and-strong-institutions	Fragile Peace	0
peace-justice-and-strong-institutions	Fragile Situation	0
peace-justice-and-strong-institutions	Fragile State	0
peace-justice-and-strong-institutions	Fundamental Freedom	0
peace-justice-and-strong-institutions	Fundamental Law	0
peace-justice-and-strong-institutions	Global Overview	0
peace-justice-and-strong-institutions	Homicide Rate	0
peace-justice-and-strong-institutions	Human Dignity	0
peace-justice-and-strong-institutions	Human Life	0
peace-justice-and-strong-institutions	Human Rights	1
peace-justice-and-strong-institutions	Human Security	0
peace-justice-and-strong-institutions	Human Trafficking	0
peace-justice-and-strong-institutions	Human Wellbeing	0
peace-justice-and-strong-institutions	Illicit Activity	1
peace-justice-and-strong-institutions	Illicit Drug	0
peace-justice-and-strong-institutions	Illicit Drug Trafficking	0
peace-justice-and-strong-institutions	Illicit Financial Flow	0
peace-justice-and-strong-institutions	Illicit Firearm	0
peace-justice-and-strong-institutions	Illicit Flow	1
peace-justice-and-strong-institutions	Illicit Manufacture	0
peace-justice-and-strong-institutions	Illicit Trade	1
peace-justice-and-strong-institutions	Illicit Traffic	0
peace-justice-and-strong-institutions	Illicit Trafficking	0
peace-justice-and-strong-institutions	Inclusive Decision-making	0
peace-justice-and-strong-institutions	Inclusive Development	0
peace-justice-and-strong-institutions	Inclusive Institution	0
peace-justice-and-strong-institutions	Inclusive Society	0
peace-justice-and-strong-institutions	Intentional Homicide	0
peace-justice-and-strong-institutions	International Cooperation	0
peace-justice-and-strong-institutions	Law Enforcement	0
peace-justice-and-strong-institutions	Lawful Authority	0
peace-justice-and-strong-institutions	Lawful Government	0
peace-justice-and-strong-institutions	Lawful Power	0
peace-justice-and-strong-institutions	Legal Identity	0
peace-justice-and-strong-institutions	National Institution	0
peace-justice-and-strong-institutions	Non-discrimination Policy	0
peace-justice-and-strong-institutions	Non-discrimination Term	0
peace-justice-and-strong-institutions	Non-discriminatory Access	0
peace-justice-and-strong-institutions	Non-discriminatory Basis	1
peace-justice-and-strong-institutions	Non-discriminatory Rule	0
peace-justice-and-strong-institutions	Organ Removal	0
peace-justice-and-strong-institutions	Paris Principle	1
peace-justice-and-strong-institutions	Participatory Decision-making	0
peace-justice-and-strong-institutions	Participatory Democracy	0
peace-justice-and-strong-institutions	Participatory Governance	0
peace-justice-and-strong-institutions	Physical Harm	0
peace-justice-and-strong-institutions	Physical Violence	0
peace-justice-and-strong-institutions	Prison Condition	0
peace-justice-and-strong-institutions	Prison Overcrowding	0
peace-justice-and-strong-institutions	Prison Population	1
peace-justice-and-strong-institutions	Prison Sentence	0
peace-justice-and-strong-institutions	Proportional Representation	0
peace-justice-and-strong-institutions	Proportional Representation System	0
peace-justice-and-strong-institutions	Psychological Harm	1
peace-justice-and-strong-institutions	Psychological Problem	0
peace-justice-and-strong-institutions	Psychological Violence	0
peace-justice-and-strong-institutions	Public Access	0
peace-justice-and-strong-institutions	Public Service Performance	0
peace-justice-and-strong-institutions	Rule Of Law	0
peace-justice-and-strong-institutions	Seize Counterfeit Good	0
peace-justice-and-strong-institutions	Sentence Enforcement	0
peace-justice-and-strong-institutions	Sexual Assault	0
peace-justice-and-strong-institutions	Sexual Exploitation	1
peace-justice-and-strong-institutions	Sexual Harassment	0
peace-justice-and-strong-institutions	Sexual Offence	0
peace-justice-and-strong-institutions	Sexual Slavery	0
peace-justice-and-strong-institutions	Sexual Violence	1
peace-justice-and-strong-institutions	Steal Vehicle	0
peace-justice-and-strong-institutions	Sustainable Development	0
peace-justice-and-strong-institutions	Sustainable Development Goal	1
peace-justice-and-strong-institutions	Terrorism Prevention	0
peace-justice-and-strong-institutions	Torture Victim	0
peace-justice-and-strong-institutions	Trafficking Flow	0
peace-justice-and-strong-institutions	Trafficking Offence	0
peace-justice-and-strong-institutions	Trafficking Ring	0
peace-justice-and-strong-institutions	Trafficking Victim	0
peace-justice-and-strong-institutions	Transparent Governance	0
peace-justice-and-strong-institutions	Transparent Rule	0
peace-justice-and-strong-institutions	Victimization Survey	0
peace-justice-and-strong-institutions	Violence Prevention	0
peace-justice-and-strong-institutions	Violence Protection	1
peace-justice-and-strong-institutions	Violence Reduction	1
peace-justice-and-strong-institutions	Violence Risk	0
peace-justice-and-strong-institutions	Violent Action	0
peace-justice-and-strong-institutions	Violent Conflict	0
peace-justice-and-strong-institutions	Violent Crime	0
peace-justice-and-strong-institutions	Violent Death	0
peace-justice-and-strong-institutions	Weak Institution	1
peace-justice-and-strong-institutions	Weapon Of Mass Destruction	0
peace-justice-and-strong-institutions	Weapon Proliferation	0
industry-innovation-and-infrastructure	bis Absolute Poverty	1
industry-innovation-and-infrastructure	bis Absolute Poverty Line	0
industry-innovation-and-infrastructure	bis Actual Individual Consumption	0
industry-innovation-and-infrastructure	bis Adjust Household Disposable Income	0
industry-innovation-and-infrastructure	bis Adjusted Disposable Income	0
industry-innovation-and-infrastructure	bis Agricultural Market Information System	0
industry-innovation-and-infrastructure	bis Atkinson Inequality Index	0
industry-innovation-and-infrastructure	bis Average Production Work Wage	0
industry-innovation-and-infrastructure	bis Average Production Worker	0
industry-innovation-and-infrastructure	bis Business Continuity Planning	0
industry-innovation-and-infrastructure	bis Capita Gross Domestic Product	0
industry-innovation-and-infrastructure	bis Capita Purchasing Power Parity	1
industry-innovation-and-infrastructure	bis Child Malnutrition	0
industry-innovation-and-infrastructure	bis Child-raising Allowance	0
industry-innovation-and-infrastructure	bis Chronic Food Insecurity	1
industry-innovation-and-infrastructure	bis Comprehensive Risk Analysis	0
industry-innovation-and-infrastructure	bis Country Struggle	0
industry-innovation-and-infrastructure	bis Dietary Energy	0
industry-innovation-and-infrastructure	bis Dietary Energy Consumption	0
industry-innovation-and-infrastructure	bis Disaster Risk	0
industry-innovation-and-infrastructure	bis Disaster Risk Management	0
industry-innovation-and-infrastructure	bis Disaster Risk Reduction	0
industry-innovation-and-infrastructure	bis District Primary Education Programme	0
industry-innovation-and-infrastructure	bis Donor Country Strategy	0
industry-innovation-and-infrastructure	bis Effective Average Tax Rate	0
industry-innovation-and-infrastructure	bis Employment Absorpt Ion	0
industry-innovation-and-infrastructure	bis Enhanced Structural Adjust Ment Facility	0
industry-innovation-and-infrastructure	bis Equivalence Scale Elasticity	0
industry-innovation-and-infrastructure	bis Extensive Risk	0
industry-innovation-and-infrastructure	bis Family Cash Benefit	0
industry-innovation-and-infrastructure	bis Food And Agriculture Organization	0
industry-innovation-and-infrastructure	bis Food Insecurity Risk	1
industry-innovation-and-infrastructure	bis Food Poverty	0
industry-innovation-and-infrastructure	bis Food Security	0
industry-innovation-and-infrastructure	bis Gain Income Share	0
industry-innovation-and-infrastructure	bis Global Hunger	0
industry-innovation-and-infrastructure	bis Global Hunger Index	0
industry-innovation-and-infrastructure	bis Household Benefit Income	0
industry-innovation-and-infrastructure	bis Household Disposable Income	1
industry-innovation-and-infrastructure	bis Household Income Effect	0
industry-innovation-and-infrastructure	bis In-Work Benefit	0
industry-innovation-and-infrastructure	bis Income Distribution Database	0
industry-innovation-and-infrastructure	bis Income Inequality Effect	0
industry-innovation-and-infrastructure	bis Income Polarisation	0
industry-innovation-and-infrastructure	bis Income Poverty	0
industry-innovation-and-infrastructure	bis Income Poverty Line	0
industry-innovation-and-infrastructure	bis Income-gap Ratio	0
industry-innovation-and-infrastructure	bis Increase Household Disposable Income	0
industry-innovation-and-infrastructure	bis Inequality Aversion	0
industry-innovation-and-infrastructure	bis Integrate Child Development Service	0
industry-innovation-and-infrastructure	bis Labour Utilisation	0
industry-innovation-and-infrastructure	bis Lone Parent	0
industry-innovation-and-infrastructure	bis Low Poverty Rate	1
industry-innovation-and-infrastructure	bis Lower-middle Class	0
industry-innovation-and-infrastructure	bis Manage Food Insecurity	0
industry-innovation-and-infrastructure	bis Manage Food Insecurity Risk	1
industry-innovation-and-infrastructure	bis Material Living Standard	1
industry-innovation-and-infrastructure	bis Median Adjusted Disposable Income	0
industry-innovation-and-infrastructure	bis Median Household Disposable Income	0
industry-innovation-and-infrastructure	bis Median Income Threshold	0
industry-innovation-and-infrastructure	bis Middle-upper Class	0
industry-innovation-and-infrastructure	bis Multi-adult Household	0
industry-innovation-and-infrastructure	bis National Disaster Risk Reduction	0
industry-innovation-and-infrastructure	bis Net Transfer Public	0
industry-innovation-and-infrastructure	bis Non-income Dimension	0
industry-innovation-and-infrastructure	bis Non-income Poverty	0
industry-innovation-and-infrastructure	bis Non-pension Transfer	0
industry-innovation-and-infrastructure	bis Ontario Child Care Supplement	0
industry-innovation-and-infrastructure	bis Physical Survival	1
industry-innovation-and-infrastructure	bis Poverty Agenda	0
industry-innovation-and-infrastructure	bis Poverty Gap Index	0
industry-innovation-and-infrastructure	bis Poverty Line Food	0
industry-innovation-and-infrastructure	bis Poverty Rate	1
industry-innovation-and-infrastructure	bis Poverty Reduction Effect	0
industry-innovation-and-infrastructure	bis Poverty-reduction Objective	0
industry-innovation-and-infrastructure	bis Pro-poor Growth	0
industry-innovation-and-infrastructure	bis Programmatic Resilience	0
industry-innovation-and-infrastructure	bis Public Distribution System	0
industry-innovation-and-infrastructure	bis Relative Deprivation	0
industry-innovation-and-infrastructure	bis Relative Disposable Income	0
industry-innovation-and-infrastructure	bis Relative Poverty	0
industry-innovation-and-infrastructure	bis Relative Poverty Headcount	0
industry-innovation-and-infrastructure	bis Relative Poverty Measure	0
industry-innovation-and-infrastructure	bis Resilience Agenda	0
industry-innovation-and-infrastructure	bis Resilience Building	0
industry-innovation-and-infrastructure	bis Resilience Measure	0
industry-innovation-and-infrastructure	bis Resilience System Analysis	0
industry-innovation-and-infrastructure	bis Retirement-age Population	0
industry-innovation-and-infrastructure	bis Risk Landscape	0
industry-innovation-and-infrastructure	bis Risk Management Approach	0
industry-innovation-and-infrastructure	bis Risk Reduction Disaster Management	0
industry-innovation-and-infrastructure	bis Shifting Wealth	0
industry-innovation-and-infrastructure	bis Social Assistance Amount	0
industry-innovation-and-infrastructure	bis Social Assistance Housing Benefit	0
industry-innovation-and-infrastructure	bis Social Security Contribution	0
industry-innovation-and-infrastructure	bis State Domestic Product	0
industry-innovation-and-infrastructure	bis Strong Inequality	0
industry-innovation-and-infrastructure	bis Strong Inequality Aversion	0
industry-innovation-and-infrastructure	bis Structural Adjustment Facility	0
industry-innovation-and-infrastructure	bis Substantial Poverty Reduction	1
industry-innovation-and-infrastructure	bis Tax-benefit Position	0
industry-innovation-and-infrastructure	bis Total Disposable Income	0
industry-innovation-and-infrastructure	bis Transfer Poverty Rate	1
industry-innovation-and-infrastructure	bis Transitory Food Insecurity	0
industry-innovation-and-infrastructure	bis Transitory Shock	0
industry-innovation-and-infrastructure	bis Treat Poverty Reduction	1
industry-innovation-and-infrastructure	bis Unskilled Wage	0
industry-innovation-and-infrastructure	bis Within-country Inequality	1
industry-innovation-and-infrastructure	bis Work Family Tax Credit	0
industry-innovation-and-infrastructure	bis Workless Household	0
industry-innovation-and-infrastructure	bis Access Health Care	0
industry-innovation-and-infrastructure	bis Adequate Information Flow	0
industry-innovation-and-infrastructure	bis Adult Literacy Class	0
industry-innovation-and-infrastructure	bis Agricultural Labour Force	0
industry-innovation-and-infrastructure	bis Agricultural Upgrade	0
industry-innovation-and-infrastructure	bis Agriculture Climate Change	0
industry-innovation-and-infrastructure	bis Agriculture Risk	0
industry-innovation-and-infrastructure	bis Analyse Failure	0
industry-innovation-and-infrastructure	bis Analyse Market Failure	0
industry-innovation-and-infrastructure	bis Analysis Political Economic	0
industry-innovation-and-infrastructure	bis Area Yield Insurance	0
industry-innovation-and-infrastructure	bis Asylum Seeker	0
industry-innovation-and-infrastructure	bis Bad Luck	0
industry-innovation-and-infrastructure	bis Bank Headquarter	0
industry-innovation-and-infrastructure	bis CO2 Fertilisation	0
industry-innovation-and-infrastructure	bis Cash Transfer	0
industry-innovation-and-infrastructure	bis Cash Transfer Programme	0
industry-innovation-and-infrastructure	bis Child Trust Fund	0
industry-innovation-and-infrastructure	bis Climate Change	0
industry-innovation-and-infrastructure	bis Climate Change Impact	0
industry-innovation-and-infrastructure	bis Climate Change Scenario	0
industry-innovation-and-infrastructure	bis Cohesive Society	0
industry-innovation-and-infrastructure	bis Community School	0
industry-innovation-and-infrastructure	bis Constant Relative Risk Aversion	0
industry-innovation-and-infrastructure	bis Contributory Programme	0
industry-innovation-and-infrastructure	bis Cost Effectiveness Indicator	0
industry-innovation-and-infrastructure	bis Crop Water Requirement	0
industry-innovation-and-infrastructure	bis Crop Yield	0
industry-innovation-and-infrastructure	bis Data Revolution	0
industry-innovation-and-infrastructure	bis Develop Country Report	0
industry-innovation-and-infrastructure	bis Development Assistance Committee Peer Review	0
industry-innovation-and-infrastructure	bis Development Group	0
industry-innovation-and-infrastructure	bis Development Imperative	0
industry-innovation-and-infrastructure	bis Development Narrative	0
industry-innovation-and-infrastructure	bis Developmental Food Aid	0
industry-innovation-and-infrastructure	bis Developmental State	0
industry-innovation-and-infrastructure	bis Dutch Life-course Saving Scheme	0
industry-innovation-and-infrastructure	bis Dynamic Microsimulation Model	0
industry-innovation-and-infrastructure	bis Ecological Footprint	0
industry-innovation-and-infrastructure	bis Education Minister Meeting	0
industry-innovation-and-infrastructure	bis Effective State	0
industry-innovation-and-infrastructure	bis Efficient Financial Regulation	0
industry-innovation-and-infrastructure	bis Equivalised Household Disposable Income	1
industry-innovation-and-infrastructure	bis Erty Line	0
industry-innovation-and-infrastructure	bis Export Service Export	0
industry-innovation-and-infrastructure	bis Exporter Mineral Exporter	0
industry-innovation-and-infrastructure	bis Extreme Climate Event	0
industry-innovation-and-infrastructure	bis Extreme Poverty Line	0
industry-innovation-and-infrastructure	bis Extreme Poverty Rate	0
industry-innovation-and-infrastructure	bis Extreme Precipitation	0
industry-innovation-and-infrastructure	bis Extreme Water Event	0
industry-innovation-and-infrastructure	bis Extreme Weather Event	0
industry-innovation-and-infrastructure	bis Failure Resolution	0
industry-innovation-and-infrastructure	bis Financial Efficiency	0
industry-innovation-and-infrastructure	bis Financial Market Trend	0
industry-innovation-and-infrastructure	bis Financial Regulation	0
industry-innovation-and-infrastructure	bis Finish Line	0
industry-innovation-and-infrastructure	bis Firing Penalty	0
industry-innovation-and-infrastructure	bis Food Insecurity	0
industry-innovation-and-infrastructure	bis Food Price Volatility	0
industry-innovation-and-infrastructure	bis Formal Sector Job	0
industry-innovation-and-infrastructure	bis Formal-sector Job Loser	0
industry-innovation-and-infrastructure	bis General Guide	0
industry-innovation-and-infrastructure	bis Geophysical Research Letter	0
industry-innovation-and-infrastructure	bis Gini Coefficient	0
industry-innovation-and-infrastructure	bis Global Corruption Report	0
industry-innovation-and-infrastructure	bis Global Line	0
industry-innovation-and-infrastructure	bis Global Poverty	0
industry-innovation-and-infrastructure	bis Global Threshold	0
industry-innovation-and-infrastructure	bis Good Practice Framework	0
industry-innovation-and-infrastructure	bis Governing Authority	0
industry-innovation-and-infrastructure	bis Government Development Project	0
industry-innovation-and-infrastructure	bis Gross Domestic Product	0
industry-innovation-and-infrastructure	bis Gross National Income	0
industry-innovation-and-infrastructure	bis Gross National Product	0
industry-innovation-and-infrastructure	bis Health Insurance Contribution1	0
industry-innovation-and-infrastructure	bis Health Insurance Programme	0
industry-innovation-and-infrastructure	bis Heat Wave	0
industry-innovation-and-infrastructure	bis High Human Development	0
industry-innovation-and-infrastructure	bis High Human Development Index	0
industry-innovation-and-infrastructure	bis High-Level Checklist	0
industry-innovation-and-infrastructure	bis Human Development	0
industry-innovation-and-infrastructure	bis Human Development Group	0
industry-innovation-and-infrastructure	bis Human Development Index	0
industry-innovation-and-infrastructure	bis Human Development Report Office Calculation	0
industry-innovation-and-infrastructure	bis Hunger Target	0
industry-innovation-and-infrastructure	bis IRL Ita Lux NLD PRT	0
industry-innovation-and-infrastructure	bis Identifiable Market Failure	0
industry-innovation-and-infrastructure	bis Import Staple Food	0
industry-innovation-and-infrastructure	bis In-kind Public Service	0
industry-innovation-and-infrastructure	bis Income Inequality	0
industry-innovation-and-infrastructure	bis Income Percentile	0
industry-innovation-and-infrastructure	bis Index Insurance	0
industry-innovation-and-infrastructure	bis Individual Labour Market Outcome	0
industry-innovation-and-infrastructure	bis Individual Output	0
industry-innovation-and-infrastructure	bis Inequality Adjusted Human Development Index	0
industry-innovation-and-infrastructure	bis Instrumental Rationality	0
industry-innovation-and-infrastructure	bis Insurance And Private Pension Committee	0
industry-innovation-and-infrastructure	bis Inter - Governmental Panel On Climate Change	0
industry-innovation-and-infrastructure	bis Inter-personal Redistribution	0
industry-innovation-and-infrastructure	bis Intergenerational Earning Elasticity	0
industry-innovation-and-infrastructure	bis International Policy Community	0
industry-innovation-and-infrastructure	bis International Policy Discourse	0
industry-innovation-and-infrastructure	bis International Standard Setting Body	0
industry-innovation-and-infrastructure	bis Intra-personal Redistribution	0
industry-innovation-and-infrastructure	bis Job Loser	0
industry-innovation-and-infrastructure	bis Jobless Household	0
industry-innovation-and-infrastructure	bis LIFE-COURSE Perspective	0
industry-innovation-and-infrastructure	bis Labour Market Effect	0
industry-innovation-and-infrastructure	bis Life-course Policy	0
industry-innovation-and-infrastructure	bis Life-course Saving Scheme	0
industry-innovation-and-infrastructure	bis Life-course Scheme	0
industry-innovation-and-infrastructure	bis Lifetime Income	0
industry-innovation-and-infrastructure	bis Lifetime Redistributive Impact	0
industry-innovation-and-infrastructure	bis Livestock System	0
industry-innovation-and-infrastructure	bis Local Public Official	0
industry-innovation-and-infrastructure	bis Low Human Development	0
industry-innovation-and-infrastructure	bis Low Human Development Country	0
industry-innovation-and-infrastructure	bis Low Wealth	0
industry-innovation-and-infrastructure	bis Make Democracy Work	0
industry-innovation-and-infrastructure	bis Manufacture Service Export	0
industry-innovation-and-infrastructure	bis Marginal Climate	0
industry-innovation-and-infrastructure	bis Market Income Poverty	0
industry-innovation-and-infrastructure	bis Matching Policy Objective	0
industry-innovation-and-infrastructure	bis Material Deprivation	0
industry-innovation-and-infrastructure	bis Median Net Worth	0
industry-innovation-and-infrastructure	bis Medium Human Development	0
industry-innovation-and-infrastructure	bis Microsimulation Model	0
industry-innovation-and-infrastructure	bis Middle-income High Income Unallocated Sub-Saharan	0
industry-innovation-and-infrastructure	bis Ministry Of Foreign Affair	0
industry-innovation-and-infrastructure	bis Modernise Social Policy	0
industry-innovation-and-infrastructure	bis Multidimensional Poverty	0
industry-innovation-and-infrastructure	bis Multidimensional Poverty Index	0
industry-innovation-and-infrastructure	bis Multiple Indicator Cluster Survey	0
industry-innovation-and-infrastructure	bis National Definition	0
industry-innovation-and-infrastructure	bis National Poverty Line	0
industry-innovation-and-infrastructure	bis Negative Incentive Effect	0
industry-innovation-and-infrastructure	bis Nium Development Goal	0
industry-innovation-and-infrastructure	bis Non-cash Income	0
industry-innovation-and-infrastructure	bis Non-contributory Health	0
industry-innovation-and-infrastructure	bis Non-contributory Programme	0
industry-innovation-and-infrastructure	bis Non-irrigated Farm	0
industry-innovation-and-infrastructure	bis Non-poor Household	0
industry-innovation-and-infrastructure	bis Official Aid	0
industry-innovation-and-infrastructure	bis Official Development Finance	0
industry-innovation-and-infrastructure	bis Official Poverty Line	0
industry-innovation-and-infrastructure	bis Open Working Group	0
industry-innovation-and-infrastructure	bis Output Area	0
industry-innovation-and-infrastructure	bis Output Risk	0
industry-innovation-and-infrastructure	bis Policy Output	0
industry-innovation-and-infrastructure	bis Policy Spillover	0
industry-innovation-and-infrastructure	bis Political Economy Variable	0
industry-innovation-and-infrastructure	bis Population Production Debt Relief	0
industry-innovation-and-infrastructure	bis Poverty Eradication	0
industry-innovation-and-infrastructure	bis Poverty Headcount	1
industry-innovation-and-infrastructure	bis Poverty Number	0
industry-innovation-and-infrastructure	bis Poverty Reduction	0
industry-innovation-and-infrastructure	bis Poverty Reduction Programme	0
industry-innovation-and-infrastructure	bis Precrisis Level	0
industry-innovation-and-infrastructure	bis Pro-poor Development	0
industry-innovation-and-infrastructure	bis Pro-poor Policy	0
industry-innovation-and-infrastructure	bis Public Account Committee	0
industry-innovation-and-infrastructure	bis Public Cash Transfer	0
industry-innovation-and-infrastructure	bis Public Social Spending	0
industry-innovation-and-infrastructure	bis Redistribution Strategy	0
industry-innovation-and-infrastructure	bis Reduce Food Insecurity	0
industry-innovation-and-infrastructure	bis Relative Income Poverty	0
industry-innovation-and-infrastructure	bis Relative Poverty Line	1
industry-innovation-and-infrastructure	bis Rise Sea Level	0
industry-innovation-and-infrastructure	bis Rural Nonfarm Economy	0
industry-innovation-and-infrastructure	bis Rural-urban Migration	0
industry-innovation-and-infrastructure	bis School Nutrition Programme	0
industry-innovation-and-infrastructure	bis Seguro Popular	0
industry-innovation-and-infrastructure	bis Severance Payment	0
industry-innovation-and-infrastructure	bis Severe Food Insecurity	0
industry-innovation-and-infrastructure	bis Severe Obstacle	0
